[25,57,4,19,31,41,60,40,65,42,43,48,36,41,10,20,53,68,13,3,62,68,69,45,54,20,53,50,28,58]
[9,30,28,51,68,9,22,17,37,31,15,38,17,9,68,46,0,10,18,50,24,14,58,23,64,61,26,34,54,41]
[70,42,21,67,46,28,70,24,43,70,16,52,27,63,3,66,30,38,64,29,12,65,47,59,10,45,60,48,61,61]
[56,29,20,12,27,17,45,32,8,47,6,48,11,25,26,9,49,22,16,29,55,60,42,8,35,31,11,49,31,61]
[6,60,63,50,32,13,30,60,48,36,48,24,36,60,60,3,51,11,8,42,14,60,64,59,55,6,4,34,13,24]
[54,52,61,31,58,40,68,5,56,15,53,27,20,0,33,54,61,67,52,55,57,10,14,17,22,60,45,6,4,25]
[57,57,5,61,32,65,61,55,58,13,6,58,69,54,43,20,18,40,23,58,36,41,67,48,15,25,12,67,59,21]
[40,7,43,4,25,35,7,34,59,54,55,2,5,67,53,3,66,61,60,22,5,0,49,44,68,34,53,47,2,5]
[53,36,46,60,59,14,50,9,14,41,51,24,26,5,40,54,31,17,30,12,18,25,62,16,54,34,35,15,14,49]
[67,6,57,64,21,28,63,55,67,25,51,20,22,22,34,23,4,13,3,28,63,58,40,40,38,50,18,9,21,52]
[64,5,12,56,18,7,38,20,68,29,59,32,44,44,3,29,55,30,56,38,69,50,30,45,5,35,59,50,58,47]
[21,37,12,17,54,26,69,9,30,11,60,37,68,11,60,3,49,67,69,33,32,24,64,14,16,42,20,55,37,60]
[36,18,16,35,6,60,15,16,23,48,29,16,8,64,54,38,13,14,8,29,31,8,48,10,68,50,50,19,31,52]
[58,31,1,59,20,13,34,38,42,6,1,64,56,13,26,31,55,66,38,17,49,26,18,3,3,58,3,40,62,7]
[24,19,23,61,18,9,60,31,40,38,36,43,12,49,4,61,41,63,32,35,9,53,5,22,23,4,31,55,9,26]
[28,17,62,20,8,68,19,67,49,23,0,66,64,55,7,42,47,50,22,22,62,10,32,33,62,70,39,38,33,42]
[33,38,53,6,27,20,28,0,30,62,20,25,26,3,60,40,13,55,28,56,58,58,43,16,67,16,25,31,5,62]
[62,41,8,50,25,48,60,23,40,19,67,51,13,14,9,66,12,38,29,59,57,33,56,33,13,67,13,37,62,20]
[23,44,7,34,67,38,53,20,15,8,37,9,64,16,25,3,63,7,28,26,63,35,9,62,22,28,15,57,62,47]
[61,68,4,23,18,40,8,19,2,54,18,60,25,53,67,68,15,24,64,21,33,11,16,40,12,16,30,15,44,49]
[46,3,54,11,4,62,56,60,36,25,21,15,52,12,62,15,49,37,22,10,11,14,15,65,20,67,67,15,18,27]
[6,16,65,10,48,18,21,44,16,39,16,63,57,44,37,64,64,66,40,59,5,33,22,50,67,55,6,19,53,52]
[70,50,27,15,68,23,54,16,7,24,41,1,21,61,48,0,59,26,25,8,16,35,32,64,31,22,60,13,27,3]
[38,18,42,59,35,0,17,18,68,51,35,63,8,9,10,64,57,55,30,26,51,31,21,47,40,12,59,40,66,39]
[22,22,66,64,4,65,59,38,56,31,11,54,41,45,53,20,53,44,7,26,37,1,28,7,58,31,31,65,25,52]
[59,30,66,62,69,3,51,13,13,59,20,37,44,65,65,28,16,13,25,35,11,7,2,32,51,21,28,39,8,27]
[15,2,47,24,3,61,65,43,20,67,65,70,23,4,61,23,13,43,23,19,59,55,39,35,6,35,51,56,30,53]
[66,10,63,24,57,34,25,49,11,10,26,11,67,27,50,40,24,27,63,26,32,53,15,34,8,53,52,41,6,36]
[13,49,57,60,47,33,64,46,66,38,55,35,25,24,53,24,6,51,48,60,30,8,45,19,56,6,45,50,21,55]
[64,35,30,40,34,23,18,50,70,35,39,57,40,35,26,28,60,38,40,1,8,63,8,52,32,6,15,3,52,70]
[3,69,9,4,65,9,32,15,49,25,35,29,69,30,34,27,31,66,56,25,58,33,56,68,13,27,5,21,11,41]
[0,22,12,51,32,23,62,26,28,46,10,56,30,66,32,20,17,0,14,58,50,20,1,41,60,18,43,23,35,17]
[40,55,0,38,26,20,45,70,36,17,66,39,38,17,31,43,62,2,12,44,4,20,25,27,41,66,49,69,10,30]
[19,59,69,12,9,21,3,25,48,27,47,62,68,24,63,44,7,12,63,53,0,49,23,29,27,28,42,22,53,16]
[25,43,31,35,69,28,69,12,9,44,36,34,17,66,37,60,44,20,51,16,70,11,39,61,51,51,61,32,44,60]
[29,41,58,45,56,17,26,22,19,34,9,32,11,70,10,40,37,6,28,23,67,59,57,47,20,55,61,64,10,47]
[31,7,27,42,26,7,61,25,46,56,45,18,33,19,17,22,41,61,8,21,67,2,16,14,11,21,45,7,45,56]
[36,70,10,10,1,6,70,14,61,53,52,56,69,66,16,50,6,24,36,67,30,41,65,5,53,26,36,24,59,26]
[44,22,3,44,24,44,10,9,49,35,32,66,47,66,13,45,63,29,61,1,33,47,41,68,69,39,42,51,6,3]
[18,52,65,63,3,47,52,46,19,25,15,0,44,4,38,17,53,43,48,66,68,62,68,14,20,13,50,39,4,5]
[59,20,61,13,70,46,53,28,7,17,26,66,6,2,65,2,15,11,46,39,53,33,48,26,59,11,46,25,65,66]
[63,6,15,65,22,49,25,31,45,11,17,56,54,2,30,0,58,31,50,43,54,47,44,60,42,44,27,25,63,50]
[46,6,1,25,22,38,66,21,29,34,69,23,54,70,32,20,13,29,66,33,19,29,13,21,0,3,14,38,45,38]
[28,59,58,61,35,67,50,1,50,48,11,32,30,67,68,29,64,6,45,1,50,28,30,0,33,29,36,62,8,57]
[8,27,50,48,51,43,35,65,43,7,20,37,7,18,20,4,26,48,48,14,11,12,7,66,1,60,56,0,51,29]
[16,5,17,51,57,34,32,33,10,70,19,22,18,36,57,48,66,9,3,61,29,37,39,21,35,61,14,0,35,59]
[67,9,67,70,32,20,16,30,41,38,69,6,2,67,44,15,68,14,35,62,44,17,27,15,5,67,8,70,61,42]
[35,42,30,21,36,63,38,61,10,57,26,67,58,59,15,31,70,30,19,31,15,63,29,42,50,30,51,35,41,48]
[55,52,31,34,67,11,3,11,43,39,1,50,38,43,23,31,19,50,10,63,37,49,40,28,64,10,42,45,55,53]
[57,54,70,21,60,59,50,28,17,42,37,7,41,45,63,62,61,3,1,0,6,10,46,31,32,43,19,0,8,41]
[51,51,40,70,70,11,20,38,54,64,37,54,0,41,60,9,12,69,28,58,7,28,35,2,57,45,22,31,3,9]
[25,26,59,32,68,31,3,49,69,54,0,21,2,62,29,42,40,48,12,34,63,7,39,35,61,36,57,41,32,1]
[1,37,60,19,70,30,53,55,52,55,60,25,56,32,9,61,68,40,54,59,30,25,17,28,12,54,47,55,11,28]
[3,54,66,29,0,62,22,68,52,20,67,63,0,53,13,18,2,58,8,55,7,1,54,23,15,20,36,39,53,17]
[18,14,38,61,64,21,62,25,51,31,45,26,11,55,31,47,41,26,0,10,5,52,18,46,45,70,21,35,14,23]
[69,12,70,41,66,29,35,3,13,54,6,30,1,43,25,35,11,50,46,41,19,23,39,10,58,65,41,9,27,4]
[19,69,58,17,25,63,16,41,6,58,60,62,23,15,50,58,48,5,29,4,1,17,53,20,21,57,56,52,68,36]
[3,67,39,70,23,32,21,13,29,30,23,5,68,8,7,60,32,18,37,10,53,56,10,44,19,19,48,40,40,70]
[12,2,41,39,21,34,70,57,33,70,24,52,11,44,3,22,19,9,27,16,26,41,5,15,0,52,46,9,63,56]
[67,55,24,13,40,3,70,69,31,53,12,31,42,15,7,14,5,65,62,18,45,11,67,20,62,56,43,32,63,50]
[25,65,55,66,31,62,39,8,5,47,68,5,10,69,67,54,26,31,70,9,31,68,68,22,64,2,67,63,47,16]
[16,5,28,37,19,44,66,8,63,53,40,45,57,26,14,17,10,58,62,14,39,0,18,54,26,67,11,29,9,45]
[35,19,7,13,67,45,39,13,23,50,68,45,5,58,36,17,15,3,61,68,70,11,45,46,26,5,69,53,60,19]
[59,14,66,46,15,44,67,19,30,24,41,32,26,19,16,24,28,33,44,46,27,49,6,14,66,30,19,22,3,46]
[59,32,66,48,62,66,36,12,11,32,39,40,33,31,10,55,28,41,48,0,33,41,15,28,41,53,26,4,13,43]
[65,8,24,69,59,50,23,5,53,54,60,57,20,28,45,8,18,32,6,24,57,47,9,68,55,65,61,15,36,14]
[66,22,3,0,22,6,61,66,64,2,45,7,39,8,32,27,0,6,56,17,3,8,44,41,9,40,58,27,30,20]
[12,63,55,68,37,36,5,3,56,46,22,46,41,63,27,29,48,2,48,44,21,48,13,50,2,6,63,37,39,16]
[36,61,42,21,5,13,64,68,17,47,10,48,40,67,16,47,41,61,4,18,56,40,18,7,9,61,14,54,37,44]
[0,69,65,46,2,20,35,61,20,68,30,19,45,40,32,4,2,39,41,9,18,54,36,60,68,3,43,47,21,32]
[39,14,62,70,36,10,32,64,49,9,34,54,14,4,9,49,66,59,14,3,53,26,35,32,59,32,10,3,11,45]
[55,36,44,41,37,33,36,46,5,57,59,53,36,49,46,3,50,18,2,15,70,69,48,57,69,13,62,54,62,42]
[26,13,42,67,57,45,59,70,36,17,38,56,65,65,66,27,62,12,52,44,46,35,10,36,51,33,35,65,28,54]
[21,63,11,2,43,19,14,22,66,50,11,19,10,63,21,1,70,3,45,70,30,20,9,62,47,52,41,19,60,32]
[66,21,48,21,54,66,6,70,66,17,27,8,46,67,40,14,3,23,0,31,11,9,60,1,10,69,8,15,58,69]
[30,61,27,63,25,6,46,30,69,18,7,6,6,15,48,31,43,62,51,68,18,67,45,17,49,17,42,54,36,13]
[9,69,59,33,20,5,47,47,46,55,38,70,0,33,35,55,6,40,56,0,31,48,69,2,34,62,58,21,52,67]
[21,27,7,70,11,58,45,6,57,67,0,6,9,61,68,17,16,18,41,54,54,63,39,17,32,46,48,59,46,23]
[62,61,2,62,70,37,55,69,5,61,17,2,28,6,53,49,31,24,50,25,57,3,37,43,36,65,61,60,63,67]
[10,70,63,41,36,19,13,31,27,58,38,34,49,47,68,33,29,59,41,7,1,61,69,36,37,19,15,37,14,20]
[37,39,43,27,11,11,5,25,21,5,48,47,8,61,39,63,24,25,22,21,41,38,32,61,62,30,9,53,53,22]
[31,30,15,38,18,10,30,62,26,66,28,56,12,32,68,18,18,16,54,68,65,28,3,38,30,26,46,69,22,10]
[44,68,64,40,16,39,2,30,7,32,9,51,10,14,41,57,0,29,39,20,50,8,42,19,28,0,57,63,1,58]
[28,20,46,65,59,13,19,68,21,27,63,50,42,27,31,24,21,25,70,16,46,39,14,1,29,0,68,22,50,45]
[42,40,25,21,64,64,36,27,2,35,7,22,30,24,4,10,28,16,24,39,57,60,69,69,16,8,18,56,18,69]
[29,45,64,0,30,54,63,48,27,59,42,7,6,54,52,0,13,56,2,0,58,10,31,6,56,67,13,15,55,21]
[11,27,67,36,41,12,18,45,18,6,19,20,26,20,3,67,40,6,56,29,40,56,36,1,41,61,38,60,53,62]
[68,36,62,25,49,64,51,25,62,21,0,60,11,25,53,44,35,29,19,69,46,20,34,69,17,37,33,20,54,48]
[0,60,48,50,57,17,8,18,2,16,32,57,17,50,34,54,34,10,10,37,27,9,59,45,45,70,29,63,1,51]
[33,37,54,7,31,5,48,15,24,2,44,12,55,22,3,32,22,62,66,63,29,67,12,35,4,35,56,33,35,50]
[24,55,48,31,16,6,13,47,42,54,16,31,57,65,51,69,65,47,25,28,50,65,10,1,43,47,51,7,6,33]
[58,18,53,16,61,40,67,59,39,1,8,58,18,48,7,44,3,44,49,53,61,28,53,45,0,31,19,25,67,37]
[0,41,27,24,57,29,10,53,22,49,22,41,26,19,32,54,53,70,49,56,53,55,32,27,8,66,44,31,42,26]
[33,69,5,68,28,10,41,7,64,52,12,59,50,54,13,7,15,10,26,8,69,18,13,39,28,5,22,38,37,44]
[22,13,2,39,11,62,20,34,46,5,55,56,67,50,3,47,41,49,40,60,63,14,45,38,19,54,20,23,18,3]
[2,41,13,56,40,12,70,49,37,16,11,59,66,32,40,56,48,7,14,40,58,39,20,42,10,12,66,60,13,13]
[41,29,7,14,1,26,27,32,0,32,14,16,27,22,52,34,68,16,67,36,68,37,47,37,48,54,40,22,58,21]
[26,44,50,4,39,53,0,14,41,68,69,1,70,9,63,2,34,43,65,61,54,27,60,49,36,29,9,21,67,46]
[31,46,8,37,7,25,0,53,52,28,10,16,41,44,54,49,45,63,44,20,25,49,16,18,67,51,33,38,15,42]
[68,4,30,61,12,21,23,37,69,29,7,69,66,32,53,27,10,69,45,67,11,44,32,6,56,63,47,51,60,65]
